,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(42, 1)]",
module__conv_type,temporal,
module__dropout,0.40855325050266916,
module__fc_hidden_layers,"[1936, 64]",
module__preprocess,,
train_loss,,"[2.9910126812398548, 2.7486174065412348, 2.7243251777656248, 2.7277542643263337, 2.716098157549545, 2.6983442118895486, 2.67981329165585, 2.668183273179975, 2.6549564707530893, 2.6615337849578564, 2.644599549372228, 2.6554061336846817, 2.654064359683222, 2.640023154169035, 2.62587799815436, 2.6164388917458035, 2.6255225435099536, 2.6204089930785135, 2.626418699000939, 2.6078062821715897, 2.6073831042950535, 2.6016168100133736, 2.5941272761222267, 2.57523308651461, 2.567550441353884, 2.551609233336348, 2.5248241031009724, 2.516415766241912, 2.496058160192449, 2.484041743452398, 2.475812016430377, 2.4674841378334618, 2.45588220653058, 2.4468928152219807, 2.4128541909801755, 2.394372181791719, 2.4147889833761496, 2.34974835747263, 2.3279390140595684, 2.3379490389247315, 2.3358522365280856, 2.3247119488048003, 2.274861082005638, 2.262473882960724, 2.2394922850456895, 2.270148570157745, 2.2638021654908806, 2.251597413174708, 2.2369400834854183, 2.213590456519612, 2.2473362713995, 2.265919892664377, 2.247291578212306, 2.1997015542581306, 2.187100756877672, 2.183301734375176, 2.209570733462094, 2.153813806239108, 2.1580712797545654, 2.166413144049397, 2.1682801901035713, 2.211573614039943, 2.1664434211496655, 2.1568460853452187, 2.1581912992554297, 2.1697081823953055, 2.1182912217449545, 2.1612007714050057, 2.118747710266406, 2.126225371736025, 2.1524791976083035, 2.090541618112868, 2.1323075111447736, 2.121939271288046, 2.0773268558242273, 2.089534003537813, 2.1291042172748615, 2.1104133582160935, 2.030663461694333, 2.1579100245935217, 2.081037844668881, 2.038938982015379, 2.0546121517207023, 2.0943458766717598, 2.0767322769549437, 2.00599439130406, 2.0243458816506354, 2.065781063630805, 2.0672184073307234, 2.0444575859351715, 2.055787183730479, 1.9977935129301103, 1.9727590473050578, 2.040086107382161, 1.9513494956973876, 2.0865809521611043, 2.02597633707775, 2.037953876945657, 2.0259343497812634, 1.9991133714134084, 1.9804042978158611, 1.922433988832924, 1.9632153401219228, 1.9262018585845742, 1.958733501910248, 1.9630374084736244, 1.9054840503407073, 1.8923078667865834, 1.9170808487798796, 1.9439652528964169, 1.9320129238483774, 1.9207157548695746, 1.9836352045385028, 1.9341476309093542, 1.9095845400943865, 1.9204847563251195, 1.9003335189453243, 1.9136934067603495, 1.9024748303382273, 1.8851487110306342, 1.8793345835067032, 1.818801326623576, 1.842317018078751, 1.7951323764109108, 1.8146599345838725, 1.8303470370179173, 1.8646624636283993, 1.8564612824262448, 1.7489936800241013, 1.8527198155873568, 1.8202535582137886, 1.8418593997003478, 1.8510658246770701, 1.7868444089010902, 1.870450259399048, 1.8025249365195204, 1.8339774702423595, 1.863909899387616, 1.7863141339479618, 1.772854520354756, 1.828839102084257, 1.8031992958054204, 1.7740680313384922, 1.7344682420283957, 1.7736020786062083, 1.7507284296222474, 1.795770904381765, 1.760487262667255, 1.7942042918214414, 1.738413448297131, 1.773745324698611, 1.7774045389581778, 1.7054218248305073, 1.704839689946678, 1.7575637955583217, 1.7532232844211777, 1.706815895672723, 1.7202209215932982, 1.6817285968795161, 1.7508730819724114, 1.7246200962853753, 1.7263354209471573, 1.6782218478691555, 1.676412651726472, 1.6782555644205572, 1.7317412384640918, 1.6988183333182747, 1.6644092759335567, 1.7279878866192018, 1.6806619110125727, 1.7126650981848162, 1.601148400791776, 1.6506338860846756, 1.700299706660397, 1.6758694724249519, 1.6433775562242445, 1.6268222613435332, 1.6814034261996367, 1.6265929061025668, 1.647754907493628, 1.6285702090803356, 1.632342185946664, 1.6365760022527653, 1.6913426604243478, 1.683876212865057, 1.645641970542937, 1.6509271703388777, 1.5768480939279361, 1.572131898490115, 1.5835792432591005, 1.5833801852535607, 1.5620084769895117, 1.6450580676549227, 1.610332733381275, 1.539652950246595, 1.5830357218886977, 1.5972272768588076, 1.6620078438074255, 1.6431392161264986, 1.6498829886002642, 1.6228800488067452, 1.5660118281040447, 1.6614347171188544, 1.6305718003216265, 1.6064932497357682, 1.576892787801556, 1.6251824810500337, 1.511839916060845, 1.5838868544792717, 1.5773920115948639, 1.6102405610331647, 1.5589579785396408, 1.5001677665966715, 1.5621103322894925, 1.5228278538544668, 1.6609301585382326, 1.627432565085032, 1.4913235502371174, 1.4966637619168652, 1.4803169529863602, 1.5283791071622705, 1.4942242490581725, 1.5596427931208985, 1.5063850234428888, 1.5344801306038123, 1.4912314266252427, 1.4692135331955616, 1.5026811100471043, 1.537723644452452, 1.5362083446270216, 1.4279105111870793, 1.556136491202576, 1.5051100322701423, 1.4891753221885256, 1.4439208130003622, 1.5159844484988192, 1.528179061161122, 1.5180006617547912, 1.487049402980109, 1.5594255267544122, 1.441337637846392, 1.4434220048379074, 1.4814766369717134, 1.4745628142768727, 1.4262432685969202, 1.467917061469834, 1.4946104651906897, 1.4369974150081055, 1.5009210219538829, 1.4382875902639012, 1.5203538007333504, 1.4837060125684098, 1.4856488327147177, 1.4778046086287544, 1.4108659152563612, 1.437628863640344, 1.4971447157425066, 1.5319120697462627, 1.4854686340306404, 1.4532690460073285, 1.4366551967133945, 1.4162148794377376, 1.4305056530317282, 1.5567501357786944, 1.4927968187204022, 1.3698944791493626, 1.48558621534688, 1.386909091083651, 1.3641171123610807, 1.4351702313047912, 1.4180072010593086, 1.4444210259333223, 1.4546269105171745, 1.3673642991600476, 1.4302659801237871, 1.3964186120856976, 1.373530311913957, 1.4163619826714045, 1.4726155189772256, 1.4480995611357368, 1.4184221191735735, 1.4262043288024053, 1.4351685321719998, 1.40581416706206, 1.4206254832346472, 1.3817384228138914, 1.4255354070388881, 1.4105026088154475, 1.427539252960293, 1.4119166092314326, 1.321093177154746, 1.3754755745922536, 1.3774977829772086, 1.474251971935814, 1.3287857125107478, 1.3964585565788503, 1.4037164186561863, 1.3665868606768734, 1.4399469671002276, 1.3832013499485096, 1.3504841799012988, 1.3482665844018538, 1.3559389260817398, 1.3798125499498364, 1.3228943900503718, 1.3946561374041948, 1.303736941370534, 1.3873933249380217, 1.408639076575208, 1.3811829508838178, 1.3674351306428378, 1.423784765995853, 1.3838842961930038, 1.395853759917554, 1.342222694472022, 1.3582723994172694, 1.3160703368699482, 1.399487910938812, 1.3052832041500626, 1.3649504523359655, 1.3182750514738848, 1.4101993918647693, 1.3442345454917073, 1.3627020198415658, 1.3648531917418263, 1.3016935061813544, 1.3918612184085224, 1.316205229274142, 1.3331457534358049, 1.3542038999683796, 1.3413001509408347, 1.2996092461578677, 1.299605661642071, 1.3308324896213877, 1.346433461856476, 1.3033039494347893, 1.3599932026725814, 1.3286961980607368, 1.360919728846559, 1.3447871326027356, 1.295241892681012, 1.3160388533762457, 1.321869356961717, 1.2418965055480342, 1.2851298991411981, 1.300052431975125, 1.323004445736788, 1.3080296310490702, 1.3230431463118937, 1.291726456608287, 1.4229921243241104, 1.370920753982383, 1.3410103625390901, 1.259825826377649, 1.2724365879157684, 1.292382615083925, 1.3534607500581504, 1.4138666145403418, 1.3773884558174294, 1.2507579825432424, 1.2444931087933209, 1.311935152522433, 1.3142829870308201, 1.293065993433493, 1.3419391058685683, 1.3734131532072336, 1.2911985291171668, 1.2062624503005719, 1.303852257367059, 1.2946605280813923, 1.3041924898317816, 1.2647535885593026, 1.3092648690126678, 1.272657204726836, 1.2730438598286853, 1.2457108648633317, 1.2661661137317284, 1.3053988165681514, 1.2746171545158649, 1.3131084762470735, 1.3381274734943704, 1.2971196713465876, 1.2619146944922814, 1.2628566539218924, 1.198452505063187, 1.1901434278991538, 1.2642976352212068, 1.2635715083288825, 1.218421250066922, 1.231446724249168, 1.277413788775336, 1.2074178309678574, 1.2819401145896618, 1.2625190636246768, 1.2327682143667151, 1.250228805642668, 1.2066316770500505, 1.2463447553411326, 1.2299171910404931, 1.2227371331597472, 1.2772668426187848, 1.2172998988468222, 1.2667753935546655, 1.2648110323354973, 1.3009137446042902, 1.2529821028636192, 1.2100262268376671, 1.2691163690671354, 1.2674752865093912, 1.2657321777316293, 1.2470609939258523, 1.2747811681935974, 1.312808825278694, 1.243039837839965, 1.1813819801967569, 1.2894869594336014, 1.2666149004407212, 1.2216191605276887, 1.3006876677331907, 1.2592725498662571, 1.2083790082620338, 1.2092864561447025, 1.2460773345833775, 1.1928148821082087, 1.201195143692324, 1.2373568893851794, 1.1648240079120116, 1.2147284186160954, 1.2134376794042605, 1.259915492813784, 1.1956824153490122, 1.2101392506866675, 1.1876416089667468, 1.186306622801724, 1.2010917284895957, 1.2428704058597733, 1.2533485285380066, 1.2176259343088702, 1.135728283143547, 1.2686198780495466, 1.1597253409090975, 1.1827185032692615, 1.2090957094977777, 1.2055160749896703, 1.2345412656121428, 1.2329196679386205, 1.2052998864261752, 1.1916199837902457, 1.20099289209051, 1.180203619936835, 1.1608916794498685, 1.2310098741425204, 1.2543642104472859, 1.2068815933765698, 1.145048381957349, 1.2059067252043798, 1.2482246023222032, 1.201700818858998, 1.1502620448535326, 1.2116432999923912, 1.1945980963316851, 1.2239204542192983, 1.1389398432967759, 1.1775406386252787, 1.1824795077492316, 1.2149984811409422, 1.150424286408525, 1.1496507238289215, 1.1716044181367944, 1.2033942441336254, 1.1526543673077838, 1.232469833743778, 1.1867336995770972, 1.3109081509932448, 1.1312974373347013, 1.1594771174231326, 1.2144399421457595, 1.1728864732035749, 1.2155469041639464, 1.1620151487513375, 1.175417990464853, 1.1518373060363725, 1.162065878481874, 1.148105771951163, 1.1642979003646323, 1.1375413093136735, 1.19032108440509, 1.1328507894060205, 1.1656219953538818, 1.1714749158915998, 1.181418346809563, 1.1656403802406765, 1.1754930870546718, 1.083417599695429, 1.1487143643758118, 1.1205013016821554, 1.1740771095034257, 1.138141695803278, 1.1504241365388808, 1.2473787849558062, 1.1384313948552576, 1.2144217662756365, 1.110400187076854, 1.1590206324482146, 1.1015713306397714, 1.1487115035816713, 1.094675753258469, 1.132129931632937, 1.1823065492562277, 1.1204614234290975, 1.12021893205661, 1.1522318627006032, 1.1525272542821698, 1.1186883751581818, 1.0814814622479987, 1.0989663358384496, 1.1806484506592412, 1.1167357183006126, 1.079546753481574, 1.0917419828975041, 1.1499949201741282, 1.0677969630757587, 1.1717747779359287, 1.128281913998031, 1.1250183769928974, 1.1739405896979422, 1.0857284698284977, 1.1103554613988367, 1.1410541415443347, 1.0884278057404078, 1.118706114003846, 1.1193899424199636, 1.1476317460500347, 1.1033620759987786, 1.098947239585664, 1.1484517110744044, 1.1424262001967476, 1.1977871234265949, 1.0976574144070528, 1.0957863144362041, 1.1871970839326533, 1.1441791860704915, 1.133855305340377, 1.1438158267747875, 1.1127318013423693, 1.1418762174998043, 1.000968749715362, 1.0805850395085486, 1.0896980789938724, 1.1041118359611497, 1.1383505201614292, 1.0899208486652192, 1.1413233728646774, 1.155915509716334, 1.1483645320167468, 1.0568919004497053, 1.1555074272595074, 1.0822838890346593, 1.1311711903497033, 1.0594471621536248, 1.0729808249080022, 1.1128663152971103, 1.1059789559205069, 1.0544438222548325, 1.120779802726006, 1.0553621627433287, 1.1305087102351856, 1.0831888324926087, 1.0814671310490702, 1.071011044013523, 1.071187630495961, 1.1037604126957694, 1.1180011238795553, 1.066027997665808, 1.0546880017772975, 1.0936718765009845, 1.0603456730577172, 1.0861492162702637, 1.1211459140173534, 1.1665285496244961, 1.0963016806774541, 1.1406977660596485, 1.024061527453549, 1.1033873108435501, 1.0943984699912812, 1.066667777563011, 1.1286655289197838, 1.0494551030550716, 1.0986194988129923, 1.0886626878535222, 1.065375702966884, 1.0375980936176716, 1.0488435309130033, 1.1149092407006906, 1.0781287455970632, 1.0885287141159263, 1.0480142133936086, 1.0378736392550185, 1.1028840809545681, 1.1001734361767541, 1.0713827193584187, 1.12391729981794, 1.0435194649989226, 1.0736917192098505, 0.9798065505192514, 1.0464988210150925, 1.1321399195866941, 1.0898595796665624, 1.0358746171912854, 1.0853894390666325, 1.0445786767179814, 1.0722805563639313, 1.0625293898948551, 1.0705243636230133, 1.0899449585724243, 1.018361406225618, 1.04283776278688, 1.076832153403599, 1.1079652008534393, 1.0292801751742664, 1.1186046362380835, 1.0986793613250792, 1.0007526895135013, 1.0643596152655224, 1.0164374449431552, 1.067905062906115, 1.0792805123466447, 1.05026972831554, 1.045868490112949, 1.0561378539867, 1.074062299819917, 1.0111289346401156, 1.0643921043730973, 1.02255616604481, 1.0597784529491945, 1.0158370410640958, 1.0739052249923091, 1.0265103397808697, 1.031800492024925, 1.0064466459508592, 1.0624715119543093, 1.0589635732535436, 1.005453428242806, 1.0377978260366107, 0.9951139968782378, 0.9830792174458275, 1.0715685874624123, 1.0856167012807734, 1.072465627298703, 1.0349541309927797, 1.030337490756315, 1.0476162340956778, 1.0297115927923206, 1.0423953423344472, 1.0383811397424358, 0.9946242207071374, 1.0120671793046245, 1.0083925478060278, 1.0646168310445467, 0.9738268041107339, 0.9940769413840062, 1.0520168938700847, 1.0817082691329911, 1.0350606248154521, 1.0552077343733892, 1.0410620839032925, 1.085203773915882, 1.0137117371220505, 0.9941681261941248, 1.0529229507107651, 0.9976465498417215, 1.0582598040520343, 1.0386542469663491, 1.027233107076268, 0.9756149384774082, 1.054851340011992, 1.049332921999201, 1.0060349383647063, 1.0417538286399475, 1.026985106449896, 1.0065410848771312, 1.0363383448169694, 1.104269591952011, 0.970388194878591, 0.9818202838902281, 0.9876373587551592, 1.0217243019999103, 1.0563501950188927, 0.9932346710087928, 1.0040600766604784, 1.0367294909171545, 0.9657357484960282, 1.0174945473899768, 0.9266975610132638, 1.029508416346076, 0.9996360519797239, 1.0021852580919832, 1.0498966358444741, 0.9966871335730672, 1.024344577555922, 0.9634032758549856, 0.9811626424487402, 1.0583769300391257, 1.0042771191377329, 0.919085217643379, 0.9353321161471493, 1.0309956470743937, 1.0183886408577039, 1.0296290959598007, 1.0342331739167563, 0.9777807564744565, 0.9378207274453425, 0.9520827602745247, 1.0116225565692514, 1.0131384550724285, 1.0458307440129901, 1.0022530251409636, 1.0181664108886828, 0.9626981416956706, 1.0427121087594133, 0.990177149507226, 1.029424961949493, 0.9918315868231248, 0.9732622263985266, 0.9540595003830952, 0.9973015382514119, 0.9526042160283124, 0.9595605700121274, 1.0154893526417739, 0.986440311237855, 0.9754722910913534, 0.9887566164908163, 0.9840064803835527, 1.0033618067596788, 0.9712846098385479, 1.0018856181064173, 0.9927644410426237, 0.9456212042389356, 0.9881620237786115, 1.002633336638306, 0.9945707378369146, 0.9499177122756753, 1.0088563824569423, 1.0252301865713151, 0.9758264571142288, 0.9635976542666869, 1.00094745632783, 0.9767446659805679, 0.983866627294134, 0.9534825249047746, 1.0242829289637692, 0.9984734395872837, 0.9823027880086551, 0.9636651819818537, 0.9926100483096264, 0.9744689486305911, 0.9925430589811358, 0.9957049938630234, 0.9345688015622965, 0.8996116764943568, 0.999894955565513, 0.9500958005434721, 0.9798671551720881, 1.0126435704057368, 0.9630564232705422, 0.9476945824678022, 0.9650982646932986, 0.9493904293956317, 0.9132628250945781, 1.0039939822024897, 0.9547822942202928, 0.9271569495695338, 1.0021365413052565, 0.8988115088495778, 0.912272023834331, 0.9873187163283409, 0.9140316549967438, 0.8972947746801285, 1.024579717650752, 0.9592363524345427, 0.8545081496467517, 0.9301279478933441, 1.018761175836574, 0.9352040217613762, 0.991385185443966, 0.9794263336342722, 0.9839716601737859, 0.9590785068651079, 0.9635689697315963, 0.8929249834190632, 0.9734515076406629, 0.99228975171091, 0.9258796317563633, 0.9147944990366754, 0.9936001488434834, 0.9363144824921285, 0.9646592032657704, 0.9524049182313418, 0.924121892955619, 1.023654081427891, 0.9385991547249558, 0.9919678487612967, 0.8905950360243242, 0.9238407768580826, 0.9336321813817674, 0.935315522030997, 0.8574832743051642, 0.9368381661554216, 0.941715061206964, 0.9118899556588302, 0.9498195009817317, 0.9862723153749492, 0.9313329820898353, 0.9558114030768455, 0.9943536824319733, 0.944443264529252, 0.9888390501721578, 0.9437308505949727]"
