,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(88, 22), (88, 22), (88, 22), (88, 22), (22, 22)]",
module__conv_type,regular,
module__dropout,0.25677089891377436,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,,
train_loss,,"[2.7194975644407475, 2.6638401790391044, 2.658121359830647, 2.6529707132277003, 2.660960293918676, 2.6570949862228423, 2.666407856638032, 2.6690785705698707, 2.678503469695016, 2.6543509776422285, 2.6596136414706133, 2.654013846880668, 2.653221909940128, 2.6545662930475724, 2.6586631437716917, 2.666124973223618, 2.6667091547868615, 2.6470461070882103, 2.6350413930668766, 2.636679191809858, 2.6415745155430024, 2.636094260077945, 2.629648532022171, 2.6451965958626515, 2.6403619002744643, 2.647159654970114, 2.634401783548109, 2.6366859621624954, 2.624143843935634, 2.622692578100745, 2.629436700100614, 2.632466098936077, 2.6315375545810413, 2.621017738573813, 2.617905244202513, 2.612877820498222, 2.599625160239335, 2.5922437224084933, 2.58410648527862, 2.585288852166119, 2.5645912171328917, 2.5857599002088425, 2.567946188252326, 2.5735346568113115, 2.5655781625552905, 2.5674750616555038, 2.5562203578177214, 2.56858355783084, 2.5418329043654806, 2.5514765332429623, 2.5205576980274764, 2.5293698618637115, 2.5360707460340968, 2.526903192661631, 2.5436114833074726, 2.5151476873827807, 2.494763388799105, 2.5310215196627874, 2.494486973005453, 2.5118933530212137, 2.474210466263611, 2.4740248486715473, 2.4765644257238604, 2.4829230735756758, 2.475294808431857, 2.439793530227132, 2.4294111443852184, 2.463607155748415, 2.4571013916893962, 2.426259383071135, 2.4109479737878994, 2.4160429818092743, 2.412508672831835, 2.405471304248523, 2.4007677724136323, 2.4146290091880256, 2.3634452606212197, 2.37431170944993, 2.346571635419004, 2.3405451705690066, 2.384515059706333, 2.361371621690504, 2.3436661598080617, 2.3623805539915788, 2.3220669338928253, 2.315908279262756, 2.3121318226834484, 2.348031345589772, 2.3277590304670537, 2.306881762653417, 2.2829985940157793, 2.2727400443457455, 2.258865577177735, 2.262183559882618, 2.2638781465776625, 2.2405912818706564, 2.2533645579350936, 2.2196184082068, 2.2449343213685906, 2.2409609586057866, 2.228989547847094, 2.217291069857647, 2.212477652323728, 2.165077963086681, 2.1622981990692933, 2.182713540532915, 2.1828342747366727, 2.1497279302233214, 2.1516992972305973, 2.120506906325647, 2.1708008951304736, 2.154726606802674, 2.1155099751632336, 2.1256675761559105, 2.110141233901757, 2.1267076335660753, 2.102376444031967, 2.147803702565746, 2.080652587216254, 2.103995275864941, 2.081657135647386, 2.0906807845727555, 2.0841722192102776, 2.0662624140006267, 2.027302980882354, 2.0782683715654935, 2.0678140944828187, 2.0736640269126965, 2.0439543664340567, 2.021616319930163, 2.065237137623605, 2.0522683870355976, 1.9935229073829503, 2.052844661738372, 2.032324985732003, 1.9708946852555393, 1.9866411063482765, 2.0300433705767227, 2.0243159050197272, 2.0223619057034252, 1.995754126179425, 1.9791059427408355, 1.9806624538406932, 1.9940723578135173, 1.9537294617278038, 1.986805992549095, 1.9530649529716182, 2.007047079431758, 1.92109917365517, 1.9075428887139396, 1.9841929499583897, 1.9398599649440347, 1.9037884602427253, 1.942420051736409, 1.892790058215, 1.884396575778895, 1.939453059308561, 1.9422562641445154, 1.8904172366983858, 1.953123382750274, 1.9481795903345522, 1.8996928652357274, 1.867661350724325, 1.9075754111442493, 1.889135607405205, 1.8865535429217681, 1.8874261358569813, 1.936486361573427, 1.8996833496240753, 1.8196767183856928, 1.8776169702956214, 1.9017786975081485, 1.874383068268469, 1.8784738308202784, 1.8944521701404815, 1.8743051694767094, 1.8673659648050003, 1.8540106459389762, 1.886522410462587, 1.860860077746801, 1.7898610910698627, 1.8384343927765627, 1.844274370426847, 1.8649365970854126, 1.8067952480619354, 1.8561495078551746, 1.862685594485215, 1.851580049031502, 1.832564285609993, 1.8128397177639264, 1.7797573296665457, 1.8253890955838625, 1.8319898506120451, 1.810003747140741, 1.7914562933936513, 1.7588800759214427, 1.7986214509761402, 1.7363903985317501, 1.7676133009280313, 1.768750867058087, 1.7788248152861477, 1.7722607217083088, 1.7469962055513164, 1.7550133641285244, 1.777232334448423, 1.7721854761845803, 1.802655468786383, 1.7636034938871057, 1.7239206960435547, 1.7633454599821499, 1.7394747488301154, 1.7695857459869457, 1.7168246408877805, 1.6883239583013605, 1.7821907437835356, 1.7137642327071614, 1.7211841535476362, 1.6636793100075915, 1.7246566259792084, 1.7875147031221776, 1.7419082112395006, 1.7082965811553028, 1.7176047120824716, 1.7838325755444566, 1.6697280927200537, 1.7099034435946587, 1.6775652356230455, 1.6955565818242715, 1.7159082596701694, 1.746297663806261, 1.7176648810190043, 1.6702363373916274, 1.7149967624445182, 1.6969430662533682, 1.648880515714142, 1.688058798999915, 1.6618442009409498, 1.6782398332979866, 1.689779503784198, 1.671213893331085, 1.70022633126246, 1.647230251159282, 1.6491445201899504, 1.7429764075545677, 1.655863513951127, 1.6053966917743572, 1.6405016026515262, 1.6495544018945254, 1.6541507516293168, 1.6361070740429653, 1.6183265210461295, 1.606781237214976, 1.6104200623053806, 1.6172155395638277, 1.6392506981171624, 1.5945500021725032, 1.6135225214480435, 1.6227325017282268, 1.6149783236672652, 1.6140390311821806, 1.6358138773597504, 1.637281206876097, 1.576300679603753, 1.5994889268755683, 1.5721045578605637, 1.5877921173567946, 1.6138370209346617, 1.6185336843391374, 1.5793647521493064, 1.5691213688179706, 1.5926879064425796, 1.579327027462351, 1.5563737342353041, 1.5699848555071505, 1.5046521857639268, 1.5412177366558069, 1.5999998482435884, 1.5636835358965144, 1.5677488811443308, 1.521076724134199, 1.513821027067585, 1.520368919436872, 1.555428615310059, 1.549108593220426, 1.5602078478000987, 1.5317258309422201, 1.540263630406705, 1.4479775409248292, 1.5755435659017176, 1.488685069286295, 1.5448715620187896, 1.4804156227378258, 1.55790303288627, 1.5414731817208733, 1.516101453919861, 1.5275782530477742, 1.4607621209699524, 1.516342831212087, 1.5155105598859475, 1.497844556622882, 1.4949749494563638, 1.4606504238180114, 1.4834054153778649, 1.4707909400982204, 1.426214679243018, 1.4098330978483593, 1.487542501534111, 1.4597870931459989, 1.429801918638005, 1.446404180774799, 1.4631773239155954, 1.412233978911861, 1.4678303331768352, 1.4417287312261402, 1.4384391690839462, 1.4080422039436238, 1.4504824755049395, 1.4441428754715562, 1.3798640188626472, 1.3883749854128256, 1.4578793509387786, 1.3956484697572529, 1.4526872706091702, 1.4129392953162478, 1.3828247287714412, 1.4380764349117905, 1.4510649304858523, 1.41924057243417, 1.4091631476130329, 1.4493341038222487, 1.3952521823619373, 1.3273571004986993, 1.3987608740899375, 1.416526728971845, 1.4024764298244248, 1.3141270826547362, 1.3462995012830907, 1.3240785302454336, 1.4000118336064278, 1.3422183768827332, 1.3793870231319714, 1.3348129051728514, 1.3461787426747338, 1.3538889481842173, 1.3720587287564727, 1.3384740613329158, 1.3957431549511434, 1.3011223437813666, 1.3459479702575587, 1.327879040916531, 1.3310735963557727, 1.301485924247602, 1.3773265132440078, 1.353514080102733, 1.3275035597915135, 1.3988688419894217, 1.312823996263662, 1.3627137613549167, 1.3537492437973648, 1.2905197547809697, 1.4093509151928687, 1.3235684835382509, 1.3311341009847462, 1.316040013107491, 1.3405962581809086, 1.330244030681419, 1.2562217350640048, 1.326015518005643, 1.31169368593679, 1.2751436694049652, 1.2870192601271906, 1.283417042452476, 1.3112933300363765, 1.2752926098128963, 1.3120952858401171, 1.2897639671961467, 1.2806668240210914, 1.2405669826992674, 1.2904175092719194, 1.3153692436815456, 1.2715590387180822, 1.2589670901468495, 1.3122857632205207, 1.2756980685140356, 1.2989734405497366, 1.2760299100237316, 1.22698150997217, 1.2663202857695564, 1.209564034419712, 1.2646685815730305, 1.2644497731517506, 1.246228207972238, 1.226468916917812, 1.186439264084792, 1.237191930786493, 1.2567784101172907, 1.2754460334318451, 1.2428380124601095, 1.2321578790227343, 1.2045261867932961, 1.2148701346448851, 1.263025879056008, 1.2380665874894643, 1.2536966274698804, 1.2005661441181896, 1.1971874035507268, 1.2442123715932658, 1.2203298324220213, 1.2046986573693381, 1.200963053514962, 1.202503483476896, 1.2143567192990885, 1.2033416620798423, 1.1912126191434143, 1.2153896120931371, 1.2183590534794537, 1.1711721202082257, 1.2023533119287104, 1.1829763794450632, 1.18839810579039, 1.2330217801307208, 1.2063223097136024, 1.1634697241130822, 1.1478514293485065, 1.2180866819585678, 1.1589829990629517, 1.1926189385397585, 1.2391941407282687, 1.1440138335919334, 1.1850981863936938, 1.2238113658506287, 1.228449503465884, 1.1998389676529089, 1.1499199282112378, 1.1815516853378458, 1.1327915528146748, 1.1396891076211066, 1.1765484452132775, 1.233861927983848, 1.1449689600968407, 1.1781815425968354, 1.1854617067959037, 1.0810967761886832, 1.1379210980526515, 1.1400895156612285, 1.0785484068483286, 1.1029161836140877, 1.1322745910499368, 1.1747378461163398, 1.0765980811419973, 1.154338149149294, 1.0958384710125382, 1.1167292056860032, 1.1165254110316092, 1.117682043527592, 1.1769175052872514, 1.1467967636323388, 1.1423658511398616, 1.128519299861783, 1.1819717536657073, 1.140840894339861, 1.070417881701034, 1.1702617587152013, 1.11512922827219, 1.1288395664136075, 1.1738519069661524, 1.12408000604036, 1.1415448859477548, 1.1445766440476066, 1.106445212240164, 1.093661956819266, 1.0837375270148921, 1.1259792088198983, 1.096732285325927, 1.078526524220358, 1.0534279975243386, 1.112693482051695, 1.142070037321778, 1.0770274519001588, 1.1188270372692102, 1.1207520714844352, 1.1194474522548374, 1.1093346257774817, 1.1757141364907024, 1.0784871165348155, 1.1033502851607482, 1.0433187475553598, 1.0746738835451461, 1.0552983312707875, 1.0845867521730692, 1.1024287557211454, 1.057144822642523, 1.0764110057340193, 1.1260388031860307, 1.1008719253229957, 1.113743476555297, 1.0712624763018364, 1.090113456653492, 1.044044012106912, 1.076428145974128, 1.1344283597547424, 1.0833774039051667, 1.0394802927281814, 1.0663126813883037, 1.0825660225283893, 1.0619566043792203, 1.098976923206638, 1.0674694823047328, 1.0361460141823242, 1.0743402799659612, 1.104105878370116, 1.0544421193916673, 1.1048216715828303, 1.0771976233332603, 1.022292488744493, 1.0567765340409987, 1.071907913638907, 1.0217665265061262, 1.0342347922237851, 1.0439747235448833, 1.074477806601221, 1.0195110702101207, 1.0656111495343248, 1.0493947817066502, 1.0356623137617387, 1.0430746539020355, 0.9909493835904924, 1.0280938491311375, 1.0901202530759837, 1.043775632518105, 1.0298133577455215, 1.0292157178784151, 1.0164660410327488, 1.009557199271428, 1.0514934221444103, 1.0515179147724931, 1.0196148348336964, 1.0667755391326714, 1.0022667329435404, 1.0110629230220882, 0.997992438818678, 0.9873688885931334, 1.0254065593657926, 1.0124161094714221, 0.9849152556389054, 1.0633885435515975, 0.9932441132031884, 0.9947336799319769, 1.0728250327654656, 0.9962795711551328, 1.0035678731683133, 1.0100275673158825, 0.9901334277582077, 0.9858869747734254, 0.98987386394328, 1.0273306975015555, 0.9756651028043273, 1.0313649876958373, 0.9837469966195682, 1.0108764020866052, 1.0112242689445932, 0.9857223469168235, 0.997697666660669, 0.9863130495038336, 0.9700001085424699, 0.9854324719005467, 0.95559994971132, 0.984556999394889, 0.9257785782418958, 1.0185713795568212, 1.0651418462768916, 1.0274135576622105, 1.005482668017606, 0.9475683236857141, 0.9942659366452395, 1.0262596099592587, 0.9507001838817303, 0.9662440777514022, 1.0124425033613436, 1.044695841094662, 0.9838554736277042, 0.9342261804321598, 0.9970081491621933, 0.9485429946282925, 0.975637775280572, 0.9373135390998311, 0.9883475761882142, 1.0264309710735071, 0.9736500880277226, 0.9681013727808274, 0.9247573024964746, 1.006144593791006, 0.9777325209165584, 0.9650403512121395, 0.9905446074142162, 0.9502681143481377, 0.9552190919372617, 0.9401916171601742, 0.9410803193990895, 0.9332633220477601, 0.9358526583696376, 0.9562020564814294, 0.9131125799292314, 0.9572824974739942, 0.9702657117779314, 0.9223264170405033, 0.9258977111594066, 0.9306426609871704, 0.9773550975335643, 0.9783469367348849, 1.0058700033465333, 0.9698646131737844, 0.9506775151098394, 0.9366981390583722, 0.9719847881725069, 0.9099732728133082, 0.9617499345070135, 0.889375299043049, 0.9828760892669589, 0.8922583812808256, 0.9500190806296979, 0.9301732834249103, 0.9369997039925386, 0.8834267030138099, 0.9173406962599598, 0.9001078082532092, 0.9273494361452974, 0.9677441125889964, 0.9434669075214335, 0.9612294603175051, 0.8980660523092356, 0.9566840243477353, 0.9103378972221661, 0.9421654730059048, 0.9281055655093552, 0.9018906254988874, 0.8454910853235248, 0.9184878101008935, 0.9921922168060994, 0.9156676506146301, 0.8989533876178352, 0.9240634171489576, 0.8869338616700071, 0.9138370024790424, 0.9289507984770515, 0.9022569435295112, 0.9315343836254237, 0.8798129627470336, 0.8673010654532152, 0.9036603355223962, 0.9006874448761545, 0.912959415558905, 0.9125802711025598, 0.9016646920812813, 0.9217743322339361, 0.9193577895045051, 0.95805515076154, 0.9509699015603589, 0.8705325572821446, 0.912028627014344, 0.8937701410640871, 0.8951842524183049, 0.8991323515399573, 0.919433573192714, 0.8867572355362262, 0.9063209992383027, 0.8991738425743603, 0.9224276812549731, 0.8406435307222984, 0.9644461212130641, 0.9015724285145026, 0.8664126904943316, 0.8766044774496486, 0.8958804189354928, 0.9045321206366626, 0.8935922575479298, 0.8909235799932755, 0.8717006013687406, 0.8907572594193135, 0.8731594871234343, 0.9103144365928076, 0.8790566856346608, 0.892934485451679, 0.8590642801254471, 0.8957298479557956, 0.8632110976874254, 0.8816219319038539, 0.8656875274659122, 0.8884572035315409, 0.8824534047545726, 0.8771563321639118, 0.9093921039260651, 0.8921108979136039, 0.8387013388104981, 0.8495708946892292, 0.879381097235891, 0.8591776668795731, 0.8648350720288437, 0.8461583428989256, 0.8092085105548245, 0.8928471666999406, 0.8674216985932205, 0.920775261113639, 0.876981785244565, 0.9029114000025512, 0.8809416748848896, 0.8979593629379953, 0.8855680756141685, 0.8969446251272926, 0.893011296645295, 0.8630586895869187, 0.865028721748749, 0.8521140803491449, 0.8693744020540131, 0.8512916508954385, 0.8376047765703329, 0.9207390035737686, 0.8257899480748039, 0.8526722148405335, 0.9110966906927684, 0.8631773108691838, 0.8291553629271556, 0.8304714546153081, 0.8841629577280239, 0.8585825456245327, 0.8828721652830267, 0.7908890920911911, 0.8605419552107997, 0.8199617902897226, 0.8321288691148133, 0.8152171589276235, 0.8567367016924599, 0.8501624772773773, 0.8549483170399087, 0.847486485233656, 0.852395147487148, 0.8730570030809597, 0.8460146166915379, 0.8463115005077425, 0.8235131960383729, 0.8020630433495104, 0.8895026706948675, 0.8289810249686012, 0.8688132370138444, 0.8320186353487775, 0.820072263996036, 0.8463523552137533, 0.8179461495495026, 0.8172428556260346, 0.8469275428495425, 0.8254697485925605, 0.8635352960211693, 0.8399588837214748, 0.7986443037587094, 0.8478052124582044, 0.8320241498120259, 0.8513431692054506, 0.8477978616780628, 0.8203013939549698, 0.8163863718796787, 0.8686384298553357, 0.8446382585058781, 0.8429549917549986, 0.8175978750162731, 0.8527048434595611, 0.8090193631102355, 0.7958131645283947, 0.7420573183452004, 0.8290336110228977, 0.8227865961245718, 0.804517126726507, 0.8037592814032972, 0.8373458223535836, 0.8451727211819908, 0.82315333606765, 0.8157454425888944, 0.8287563140796559, 0.8354584581590112, 0.8260149294241316, 0.8512510308755386, 0.8215585649013519, 0.8093123605083639, 0.8316229434831064, 0.7734207275515577, 0.7862630711584881, 0.7699032768693274, 0.8488336801528931, 0.7946332520832217, 0.8194108462402586, 0.8267930626639511, 0.8128982206989575, 0.8300566395927715, 0.7863347168602696, 0.8406971338167356, 0.8196289546227868, 0.8082261954888214, 0.852900149727775, 0.845632851927726, 0.7620262095349373, 0.7856761531793084, 0.7577838067948703, 0.8477359008697186, 0.8295631253650423, 0.7686093655739675, 0.8402483319730887, 0.8129081918726997, 0.8073732357091756, 0.8228228665845243, 0.7889161587106011, 0.8232874894417779, 0.7969484726013706, 0.7551541718329539, 0.8097239203306063, 0.7674306661522228, 0.8394636039789012, 0.7505115976338212, 0.7984351301153042, 0.8070409548305593, 0.7733214600926879, 0.8500067302257339, 0.7689759650901103, 0.7589016744655221, 0.8073679974916353, 0.8388467823838912, 0.7856613259209834, 0.8046771573882572, 0.7992904117915901, 0.8017001841109612, 0.8019527214110931, 0.7449176022154862, 0.8215298917941275, 0.7922169005710036, 0.7861842529162736, 0.7738641443041464, 0.7736138990274514, 0.7852785818149589, 0.7819495611682333, 0.7596923261593762, 0.7657485286452178, 0.7700199636994989, 0.789863579161824, 0.795031771494474, 0.7997358597542279, 0.8136707224482975, 0.8071389444646119, 0.7595900362626665, 0.76053679557894, 0.785443551393373, 0.7916832073575499, 0.7726167783801496, 0.7734991685560902, 0.7826586127396035, 0.7317508723235084, 0.7467938344028414, 0.7819761856672621, 0.7973167118194705, 0.7978354065404462, 0.7805044128485957, 0.7455651185875454, 0.7772712828681189, 0.7902521439944619, 0.7864051453754851, 0.7497086564010738, 0.7340602081175714, 0.808776149056091, 0.7729701109819099, 0.8080967624522818, 0.7715566972259841, 0.7712346588141197, 0.7713875535136243, 0.7874343839683974, 0.809620977711356, 0.7820528280528295, 0.7338968270201673, 0.7865887175175955, 0.7459453564847824, 0.7831150323209964, 0.8411199905279744, 0.7310707870590893, 0.784637200235172, 0.7392129283649613, 0.7276648895703759, 0.7581334211405991, 0.7197268097616574, 0.7476424748842427, 0.7817167807119201, 0.7746506401109787, 0.76240895915353, 0.7797976926629484, 0.7494779174325553, 0.7109547387198446, 0.683755919767942, 0.7621384039090547, 0.747978917091568, 0.7687136130066506, 0.7192727013101697, 0.7421872421151641, 0.7474797179703538, 0.7410892986608149, 0.8250908921679091, 0.7403962942331972, 0.7325357852758471, 0.7321379564860423, 0.7840663770030689, 0.7649611346064735, 0.7747094259670934, 0.7614493587687755, 0.7716993059037048, 0.7518758850749977, 0.750424119663606, 0.7559748341352723, 0.7446920263629428, 0.7356936377625705, 0.7081985649920153, 0.7660222499127103, 0.7698953979162352, 0.7793482721770659, 0.7051065137505761, 0.7296299824135841, 0.7655789958948345, 0.7885164720560774, 0.7895632597809812, 0.7330278206422839, 0.7320274158824156, 0.7549765038237636, 0.7140979893749619, 0.7758821930040054, 0.7401027770171046, 0.7438360942466641, 0.7222290311245559, 0.7228178029919405, 0.7467873864206046, 0.7218438298486332, 0.7728125287618252, 0.7263511217742986, 0.7157700464330427, 0.7312884348550514, 0.7251668701339549, 0.7476308196495953, 0.6900852679172692, 0.7382900344498585, 0.7190356937906416, 0.726286132498743, 0.7545858201838183, 0.714739889997508, 0.7281719822587306, 0.6885578561150729, 0.7827388258338663, 0.6846986930953745, 0.7697227170586816, 0.7095894792291241, 0.6553601176982211, 0.716470306376731, 0.7516881542743286, 0.7060928995898693, 0.7525390584115118, 0.7482170084049936, 0.6974801810490603, 0.7284338404792352, 0.7187914369423265, 0.7353685842198903, 0.6852376021459153, 0.7580807111396496, 0.6895168379437258, 0.7245381119049124, 0.7291839246805003, 0.7038815903525821, 0.6962398679959292, 0.7368632403699419, 0.7306695860704705, 0.7311131330583825, 0.7283457194334739, 0.7275439546746785, 0.7202388782032653, 0.7173349894655003, 0.7261055232472502, 0.7456684054552015, 0.6873051895112201, 0.687983890317079, 0.7305372977532403, 0.6945592220118969, 0.7611637943512213, 0.7029671616177569, 0.7214976072541092, 0.7222808463954742, 0.6942730022877857, 0.754070877971447, 0.7324862238988711, 0.7239695395807769, 0.6744507960042053, 0.7190236753581346, 0.6909327247468952, 0.6950325123492004, 0.6822359201880549, 0.7171494286643747, 0.6906007806804598, 0.6708021717494164, 0.7212078695352366, 0.6328014514924014, 0.676618501170752, 0.7293330149613824, 0.6914937743102425, 0.7282347250191462, 0.7057665676050793, 0.6778258968984461, 0.6839758381103964, 0.7163197693337825, 0.7089221777254446, 0.7050711797955868, 0.6636676952558676, 0.7422916955800875, 0.7304461105710509, 0.7325877098219473, 0.7010984778519082, 0.6977458440901457, 0.7123796869220073, 0.7007591727841107, 0.6972171243904643, 0.6911068943424261, 0.7103306424870427, 0.6790323262022151, 0.676326617297065, 0.6853466548441922, 0.709435746963773, 0.6764235093414439, 0.7378563829240082, 0.6834577377131908, 0.6607671761329004, 0.650510953513184, 0.6961330044763396, 0.6970779029849866, 0.7147023345923378, 0.6852496106443148, 0.7263806463436354, 0.6941758884055996, 0.708935010410228, 0.6975179207950888, 0.708224205497602, 0.683828767554149, 0.7295058160044094, 0.7376673359115229, 0.6594347100496751, 0.7367284185681958, 0.6746289701073616, 0.6991646909989373, 0.7059500754913154, 0.683589829128372, 0.6667132155973328, 0.7010573023546178, 0.663881459045502, 0.6856476580131949, 0.6829151588138588]"
