,params,data
batch_size,512,
lr,0.0001,
max_epochs,2000,
module__activation_fct,prelu,
module__channel_list,"[(124, 1), (112, 1)]",
module__conv_type,regular,
module__dropout,0.45669805092742827,
module__fc_hidden_layers,"[1936, 256]",
module__preprocess,,
train_loss,,"[3.2014523002683313, 2.8023154349685404, 2.7881198214198353, 2.7919472044832676, 2.763397055554252, 2.7336847699446487, 2.7305536798429397, 2.6890009625569014, 2.661788863253731, 2.6460854625885655, 2.687498909889618, 2.676704550065057, 2.6341616354007025, 2.604231846355519, 2.608876163559842, 2.6076873694770826, 2.5987827796237775, 2.608024693178533, 2.5962588699796525, 2.591270189983537, 2.5696940927376866, 2.569938358314235, 2.5569889081466175, 2.567092808914552, 2.573969545851323, 2.5746743973050275, 2.559034428844562, 2.554107736530561, 2.5279545136269808, 2.4946935461665394, 2.4629270738719287, 2.4006796783564868, 2.4291622271197837, 2.4191698295302935, 2.4272341613365276, 2.4009723968818237, 2.390730150632546, 2.373034341946273, 2.3858320090582374, 2.3793009712516917, 2.3302255646112107, 2.3865449159820646, 2.352423673879664, 2.355236279252407, 2.2721760040992485, 2.2731523568919627, 2.2580512941228172, 2.3297851069584516, 2.2613954362612008, 2.285202339205439, 2.2654570244640286, 2.1997828566270066, 2.2624444757123445, 2.2393312056859336, 2.238439673862935, 2.234041785688529, 2.203314582736506, 2.205551247376238, 2.187223544469918, 2.1876464062343444, 2.2010849195178994, 2.1490726948703185, 2.2180814345677695, 2.186168437748286, 2.1886265680969106, 2.1665489317594466, 2.1713336738318145, 2.10449211422878, 2.1085514307940856, 2.121634482878022, 2.1005025408401194, 2.1169923823003822, 2.0647365633462895, 2.0856376537238472, 2.0467530036477912, 2.1310675339432352, 2.0977521337755385, 2.065889935502657, 2.0557805958970206, 2.0700004176597373, 2.0727220038687793, 2.0790565124136866, 2.0699792278065616, 2.0666102481026183, 2.0475492339602783, 2.0488359330936206, 2.021259207486647, 2.0581846407153472, 1.9592848469526551, 1.9914208914732887, 1.987861172312257, 1.9939531898682288, 1.986521402535411, 1.916221932868737, 1.9973750940177712, 1.9353528506264293, 1.9711751531314299, 1.9377378297678998, 1.895545248351345, 1.9495063367836278, 1.9132731854341394, 1.9101799632313163, 1.8441517359948572, 1.9204700996880357, 1.9004322350140022, 1.9576748522260514, 1.8510014815596947, 1.8927901402144534, 1.9099335472937493, 1.860826455559115, 1.8390462302059107, 1.8110850529174585, 1.8448272259019474, 1.8410877111100508, 1.8398343352224096, 1.8238792848954541, 1.7510037280920614, 1.7607231372123968, 1.8603143713837185, 1.7877589753597458, 1.7790599687021362, 1.8087333012408144, 1.8059871959318774, 1.7697319712252975, 1.771038767230304, 1.8060204881693815, 1.7363756245041628, 1.7594434436346065, 1.8003176959493485, 1.705494662183328, 1.8090414360079463, 1.7275055002614943, 1.7319567968390581, 1.7358099292238782, 1.694831350635242, 1.7555494526677509, 1.742113701410606, 1.6872783315893771, 1.696564065238644, 1.6053233250028136, 1.7199102348445239, 1.6559438352869655, 1.6396733033174724, 1.7032419092852715, 1.7023051139936283, 1.6384938596990066, 1.6598574040253038, 1.7168927043389264, 1.6514804971930148, 1.6486838128066017, 1.666137846678438, 1.7149182120499584, 1.6859975740859046, 1.668506209331211, 1.6946243751715144, 1.6576540273738045, 1.6734713945315294, 1.6102994377213407, 1.6234931640312622, 1.6145624005036547, 1.6959255506537554, 1.6533151076019155, 1.6000072244045132, 1.6230910122968787, 1.6351162025234833, 1.5603092085419363, 1.6431432593764597, 1.6110724435835675, 1.580177986093569, 1.5745815325793964, 1.5727171957607673, 1.5254024777109223, 1.5811015281374055, 1.5714519232913478, 1.6567016061330806, 1.5450925197674819, 1.6077216142404516, 1.5544946547418201, 1.5203215112346216, 1.57440172936875, 1.5650851427934533, 1.559294053010628, 1.5256984695533797, 1.5355159021296712, 1.4899326775345039, 1.474064910572618, 1.516108319019766, 1.5397456539848637, 1.545318753503421, 1.4894617457150954, 1.5240616291933666, 1.512062389956274, 1.561008006162037, 1.5582273193636842, 1.509653137828114, 1.5044095993960753, 1.5067310448097126, 1.514981596570943, 1.4964234817464457, 1.4984154772436917, 1.5161682157158163, 1.5171724107683509, 1.5341856553145685, 1.4422699038463291, 1.4486627247981254, 1.473983790258911, 1.4080058144466496, 1.4581395791904546, 1.460673947325102, 1.4203785857713291, 1.427056581987811, 1.4760120368646978, 1.4408749969019365, 1.4153228243651417, 1.440997515569992, 1.4918298774142256, 1.4538263502837605, 1.4348923074716777, 1.485976590816226, 1.5226585765105451, 1.4733085017902543, 1.441234121892264, 1.4893850795565773, 1.497499020572802, 1.398080605302932, 1.4491792191430093, 1.4371980715808612, 1.3443322412540457, 1.4590899737584109, 1.4470754163573014, 1.4622422804722208, 1.3863939843885242, 1.4511494517096664, 1.4362222699301321, 1.4224121926607194, 1.4220828134889547, 1.4271266811844932, 1.4487329231061916, 1.436149212321794, 1.4053760528105073, 1.3669093403972412, 1.4172512214767221, 1.4567745388817466, 1.3825902864193411, 1.4066370392580712, 1.328982867027753, 1.364227234513314, 1.426665588610434, 1.386045489697098, 1.4003507822235195, 1.4215392729909893, 1.4197497617072912, 1.4069843289939425, 1.410051311716179, 1.3751159153002994, 1.3518231236636065, 1.4251677176855893, 1.4365254510804177, 1.5248208955533242, 1.4167878785114987, 1.376757659204663, 1.4415483694085727, 1.350283567616016, 1.3940863968779356, 1.356363052118261, 1.3280498199380202, 1.3361357247209273, 1.3650513594550204, 1.3446679193390128, 1.3327294160864946, 1.3800219007999222, 1.2810708261409016, 1.425736821685453, 1.3510457153265187, 1.3238514976464715, 1.2995136625964288, 1.3381792286227894, 1.3741026843444002, 1.2941791311853883, 1.2850703529310135, 1.297956914341289, 1.3576709528189863, 1.3075649651029435, 1.2824331705740193, 1.341495877975214, 1.3633701852980378, 1.3841342157711183, 1.3003349868089018, 1.4343638309853615, 1.305937816412233, 1.3489682519366974, 1.3158350107986803, 1.2938518898565186, 1.3093389455293645, 1.2720142761406872, 1.3189335611284583, 1.3331347871607668, 1.3097205701820653, 1.2553924332464361, 1.344326840430096, 1.3000897422920992, 1.2983022774345383, 1.2427853459567693, 1.2429446700335927, 1.3386122245549696, 1.2756153548383988, 1.2757434919620065, 1.2528245275649952, 1.2713364941536347, 1.2273777521184874, 1.3342851958522908, 1.3091755942342829, 1.294675112459701, 1.262308131982366, 1.2960573917179439, 1.3173082442182567, 1.2812049956220652, 1.2504136925258158, 1.211588050588707, 1.304037347120127, 1.2556763170771517, 1.2904499913341507, 1.2286130597595994, 1.307528129891853, 1.2883693632133204, 1.3126398042447305, 1.2763400031881755, 1.2809511488572711, 1.2292895899342664, 1.250250303216982, 1.2804864615144527, 1.2071936400409837, 1.2930982610164121, 1.2709909172186733, 1.2771712825247779, 1.203463818526222, 1.2479555483957705, 1.2584743737485367, 1.238245827843918, 1.2623093543943873, 1.200567715200156, 1.2649188117484826, 1.2677057370514768, 1.2081437538124922, 1.28840268554026, 1.2784370270078582, 1.2938479115048815, 1.250024672303356, 1.247093390063284, 1.2263691530981045, 1.3350123797537963, 1.2610331000849921, 1.2729946857242915, 1.2002885394473066, 1.1918766957946365, 1.2812468171808762, 1.2188500776915652, 1.2350226640701294, 1.20705675160035, 1.195668898680766, 1.2342170844418006, 1.1948476797813166, 1.1874080712625286, 1.242125113001219, 1.1945520832359446, 1.3086311572548972, 1.2987859807262532, 1.2297571637956624, 1.203525834230559, 1.2320419288095021, 1.2388839255408286, 1.2075286215899768, 1.1945855606038676, 1.2799308630772408, 1.2189682903547048, 1.221914418170907, 1.2113155437802074, 1.255006815541916, 1.193607174477366, 1.1748331955172882, 1.1825019083271138, 1.1750336652316569, 1.2040604018751597, 1.212495934067434, 1.1869188059042415, 1.2022443286256295, 1.1532917168558448, 1.2270805916115497, 1.1474174611370918, 1.1971637093262866, 1.2352663747148018, 1.1605114975875972, 1.1943714983890512, 1.2338177151762681, 1.176150895497243, 1.2101932025598883, 1.2037104528993081, 1.1759257951683162, 1.1741226595720573, 1.159578785328966, 1.2091873305381378, 1.2344525317465869, 1.2252065903419245, 1.2167221431787303, 1.197635114307808, 1.2222124868734723, 1.2279241884374894, 1.2190484805373558, 1.1687386178327204, 1.2638612064552674, 1.2494467496871948, 1.2181252335307686, 1.1623828790091366, 1.247484907938566, 1.2326586457805597, 1.1858890646914297, 1.2071671800576653, 1.1709694616597053, 1.235366923271576, 1.1692756973709444, 1.2653600377154488, 1.1820857310111352, 1.140605911354109, 1.16960666060218, 1.17360634564894, 1.1300519491206704, 1.1760723612671413, 1.2003706513342371, 1.1339332917292453, 1.1754214180227878, 1.1957908033865265, 1.1779832800918462, 1.2037487871844414, 1.1966317753111926, 1.1558407369376607, 1.1010293889367282, 1.1639578437759237, 1.2303965670524994, 1.1587483141004236, 1.170932998317285, 1.1607523751166975, 1.1949196617497644, 1.0790270194841947, 1.1430159205416495, 1.1522936955352738, 1.1688625566761848, 1.151627121058962, 1.2057236864847025, 1.1724444526698088, 1.1874591311967442, 1.095183065401566, 1.18210722899391, 1.1529487838864556, 1.0770988749171497, 1.1207475380860772, 1.0885859236322157, 1.112241346482367, 1.103969577649655, 1.1365728782550908, 1.1202623755715946, 1.1785581942238559, 1.1319223976548696, 1.0998139272305778, 1.106708493880454, 1.1614845035622805, 1.1599378994664244, 1.1903390824679925, 1.1533179544989085, 1.1554190468236891, 1.203841415099326, 1.129326853448945, 1.1512169729997197, 1.1384358121250866, 1.2307344797948423, 1.1340635982781706, 1.1704578778647274, 1.1259607193786974, 1.190262893491168, 1.112880273591117, 1.0912528387154228, 1.114474160937675, 1.150120508808621, 1.1453000730861818, 1.0779386501551134, 1.1765521808396415, 1.071504047380936, 1.1543652782780127, 1.1482317826651425, 1.1209038622347147, 1.1610731485951153, 1.1571267461960486, 1.0957710102114375, 1.127545257753949, 1.178504090548021, 1.0939098059097467, 1.1427530137560042, 1.1988585025129521, 1.1434276140723845, 1.1244376401680742, 1.1214179378254105, 1.162234069065322, 1.1438773301984533, 1.0967619981839247, 1.1324712635235061, 1.0731399254532448, 1.0946480023148892, 1.1735936522713517, 1.133348455548516, 1.112961834221217, 1.096843037761475, 1.143482848169257, 1.118263602945846, 1.0814034837748503, 1.12515794243197, 1.1175888170396662, 1.1144643645295749, 1.1298172159231696, 1.074550883388703, 1.0326256343165345, 1.048608500603766, 1.1520923157877545, 1.1024124161815827, 1.1301701127449213, 1.069948986660768, 1.154671523842049, 1.1064839017414174, 1.0954903248187893, 1.1194666289869761, 1.1114142827675293, 1.1320522818032488, 1.0790279973908425, 1.0760196434739469, 1.0938063607280195, 1.0700273771047133, 1.1338420250741963, 1.092373241923448, 1.1001346388074473, 1.0864775075159092, 1.1115793191858339, 1.061003888962586, 1.120217286323077, 1.114451433307633, 1.0754471662416623, 1.0621212345327256, 1.0462354940715783, 1.1191046358532988, 1.0570500149662554, 1.1520519415078136, 1.0377995665822186, 1.109631372324993, 1.015244502552672, 1.112163466065835, 1.104754965888742, 1.0501435750481711, 1.085004005473473, 1.0723506259321018, 1.0310520396526608, 1.0699109702670735, 1.073761169506176, 1.1063927193827252, 1.0622879568781696, 1.1727351271807573, 1.0518280552531483, 1.0574665033978075, 1.0477582898443145, 1.007547782220822, 1.0482547156842916, 1.078848909952737, 1.055938693484819, 1.095945334847952, 1.0310537530277966, 1.0273541755299578, 1.0985717682709812, 1.0903913712340743, 1.035533075158077, 1.0619612080054017, 1.0722005637165208, 1.0366582508721103, 0.9765845519384667, 1.0642985173273178, 1.0939293730006283, 1.1035571437120897, 1.0564200503748047, 1.0190222850769242, 1.0264226896455062, 1.0173959114188633, 1.0261852376033804, 1.0736762710159684, 1.000448078319057, 1.0434983361203776, 1.069009670632423, 1.011494507334825, 0.9979178857252088, 1.0024158499833475, 1.057899843406126, 1.0410423613008046, 1.0300543458705234, 1.0259394882271975, 1.092335484850154, 1.0328319526361822, 1.0232261978592256, 1.0422339296984076, 1.1166662484235157, 1.0655720647359859, 1.0587398460375321, 1.067988914216874, 1.048483850294455, 1.0305535262719745, 1.0923319751816678, 1.038428768257185, 1.0092016421760897, 1.0220588096534127, 0.987303203011294, 1.0892947298942963, 0.9976390656478602, 1.0326015149926864, 1.044691139792661, 1.052973263295859, 1.0154185196912358, 1.0267166412634656, 1.051957015701801, 0.924349930130218, 1.0018780786178016, 1.05885429625796, 1.0590399086819908, 0.996374119338732, 1.0386700222487624, 1.0331229127670758, 1.0703499893691957, 1.0260766107222938, 1.01485699151063, 1.0143739168813923, 1.0096765997207693, 1.0513438651327454, 0.948722571306835, 1.0594801624845678, 1.0500103645242018, 1.0250937811212044, 1.0246837262013975, 1.018318464990296, 1.0405815933940499, 0.9794706109631268, 0.9985984221588899, 1.0435355724856574, 1.0537251015274511, 1.029274139330796, 1.0807893205010592, 1.0175649391663097, 1.0541004260610753, 1.0439180489450062, 0.9648650452810446, 1.0556960097856833, 1.0022639486371667, 1.0134068703950025, 0.9924086618285648, 1.0088254314396883, 0.9961012277989029, 0.9849652313772653, 1.0794119291682234, 1.0720666878944647, 1.0475783681134498, 1.0297284523646038, 1.0025314348740844, 0.9915149433534729, 1.0577092300490378, 1.0210637312403994, 1.0237140804816303, 1.0156976317624367, 1.0255134211339931, 1.0101659800964973, 1.04150819858834, 1.001788621003917, 1.002190907221998, 1.0249231628829574, 0.975412239229059, 0.9503994137335834, 1.0093765549921576, 1.0083332404006193, 1.016663599565539, 0.9878213054182902, 0.9981424025258118, 0.9969444002719284, 1.024649969070633, 0.9912391321048112, 0.9375976715129235, 0.9493074804142491, 0.9813286906721964, 0.9972315327280519, 0.9825101516609707, 0.9737141611259108, 1.033673409092633, 1.0153831972781864, 1.0601815531938292, 1.0666060402903255, 1.0144931934702144, 0.9927338876246488, 0.9716265641425617, 0.9987411404850396, 1.0139484504284426, 1.0381504753191806, 1.0046673684680623, 1.0411730169790558, 0.9590383230606255, 1.035792439199826, 1.0429506899074783, 0.9938652635998808, 1.025397229056827, 0.9737684297194141, 0.9909331764099915, 0.9777962410381075, 0.931347384733042, 1.022541832832013, 1.0450192575050457, 1.0101217343283526, 0.9943329557518049, 1.0035067725503146, 1.0119032738066362, 0.9729414462813523, 0.9808748076187164, 0.9725168061394223, 1.0299044336427383, 0.9433521351602955, 0.9912566645986083, 0.9678899571730223, 0.989505661820171, 1.0110820269998098, 1.0225928218493343, 0.9839338420213762, 1.028531185004982, 1.0110237043717003, 0.930846937589333, 0.9882881272734935, 0.9494642995455821, 1.0314343053711172, 0.9823348417677172, 1.0279022657342958, 1.039561914111378, 0.983852032292096, 0.9149003193098226, 0.9434441787429398, 0.9991636409465517, 0.9777362768130955, 1.0254937287470278, 0.9827998365510635, 0.9283478558637733, 0.955310352735207, 0.9701458021625159, 0.9607507060488295, 0.998271980037579, 1.004945009544865, 0.982859676972979, 0.9800122986639166, 0.9691314237884933, 0.9726382376830702, 0.9449138825109699, 1.0035523790614913, 0.9421130775945954, 0.9974932335245357, 0.9630060750625037, 1.0602581744478847, 0.9988614922543712, 0.9763740016316174, 1.0278108653994653, 0.9610339985417493, 0.9169665709396319, 1.0066251719158739, 0.9394563663901622, 0.930764744277175, 0.9826790554904754, 0.9853643220284082, 0.9241030385039445, 0.9488274478613756, 0.9560629488875182, 0.9307163611542513, 0.9485781069895206, 0.9371349914914611, 0.9508214770943673, 0.9327399558414614, 0.9733102737364282, 0.941871736550377, 0.9378435944775855, 0.9722774700622339, 0.9244079004133368, 0.9741622942261153, 0.9998141451378089, 0.9896344490823029, 0.9137852828167307, 1.005063744868387, 0.9846735375005615, 1.00083282802376, 0.9723105501807034, 0.9634465719923119, 0.9962374082190453, 0.9743040383206627, 0.9961466512468738, 0.9933706402548935, 0.9407463371179466, 1.0092489827345332, 0.9708554294527381, 0.9614083274251464, 0.9305034398688057, 0.9380493249047928, 0.9613693984717073, 0.9668806348003174, 0.9434127967251978, 0.9204070508365226, 0.9790281119374181, 0.9805044133309454, 0.9608315663530648, 1.008565201005954, 0.9813220561813987, 0.9622849772660949, 0.9876689825903244, 0.9579121972324761, 0.9370647678026115, 0.9469943702335762, 0.9865509017813872, 0.964419348850875, 0.9147564129103585, 1.022889344219068, 1.0123238197181497, 0.9314582693553843, 0.9454100328373771, 0.9255042004332606, 0.9444010972057924, 1.0166985378789075, 0.9082629204026077, 0.9858916618920475, 0.9941347691594751, 0.951997128295531, 0.9916382549126024, 0.930798765436992, 0.9730967703582234, 0.959034361706074, 0.8952301795772045, 0.9750338277146077, 0.9514329448371035, 0.9554497999262948, 0.9114442167943613, 0.9305167659858747, 0.9306612365048286, 0.9375306459750284, 0.939793544927314, 0.9958475562878427, 0.9233442904402526, 0.9774382557712769, 1.0176385886866692, 0.9486153933124506, 1.0265032543382664, 0.9427859218134357, 0.9234392006732596, 0.9671721070258374, 0.9813526965290136, 0.9632949194007756, 0.903069730726051, 0.9978178408793631, 0.9701876620796145, 0.9525667865381994, 0.9417744576356774, 0.977298203001592, 0.9244004322614284, 0.9885185690514154, 0.9769094717295873, 0.9448366456867873, 0.9320216173151784, 0.9915724029201074, 0.9385535696338367, 0.9782830033458496, 0.9550682099568362]"
